IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.222.193.208,2087,true,SIN,Asia Pacific,Singapore,72 ms,342 kB/s
8.222.207.208,2087,true,SIN,Asia Pacific,Singapore,67 ms,341 kB/s
8.219.61.52,2096,true,SIN,Asia Pacific,Singapore,66 ms,332 kB/s
8.222.152.165,8443,true,SIN,Asia Pacific,Singapore,72 ms,332 kB/s
8.219.1.137,2083,true,SIN,Asia Pacific,Singapore,62 ms,312 kB/s
8.222.212.172,2087,true,SIN,Asia Pacific,Singapore,69 ms,305 kB/s
8.222.189.228,8443,true,SIN,Asia Pacific,Singapore,70 ms,302 kB/s
8.222.152.3,2053,true,SIN,Asia Pacific,Singapore,71 ms,299 kB/s
18.141.132.67,443,true,SIN,Asia Pacific,Singapore,68 ms,291 kB/s
8.219.122.55,2087,true,SIN,Asia Pacific,Singapore,75 ms,286 kB/s
8.219.103.254,8443,true,SIN,Asia Pacific,Singapore,70 ms,284 kB/s
8.219.103.47,2053,true,SIN,Asia Pacific,Singapore,80 ms,281 kB/s
8.222.252.150,2053,true,SIN,Asia Pacific,Singapore,67 ms,276 kB/s
8.219.64.44,2087,true,SIN,Asia Pacific,Singapore,72 ms,273 kB/s
13.228.72.95,27565,true,SIN,Asia Pacific,Singapore,71 ms,272 kB/s
8.222.140.87,2083,true,SIN,Asia Pacific,Singapore,69 ms,266 kB/s
8.222.236.229,8443,true,SIN,Asia Pacific,Singapore,70 ms,262 kB/s
13.215.85.125,19641,true,SIN,Asia Pacific,Singapore,69 ms,257 kB/s
8.222.208.83,2087,true,SIN,Asia Pacific,Singapore,69 ms,252 kB/s
8.222.153.193,8443,true,SIN,Asia Pacific,Singapore,77 ms,250 kB/s
8.222.187.4,2096,true,SIN,Asia Pacific,Singapore,68 ms,249 kB/s
8.219.103.148,2083,true,SIN,Asia Pacific,Singapore,66 ms,248 kB/s
8.219.241.19,2053,true,SIN,Asia Pacific,Singapore,64 ms,236 kB/s
8.222.244.123,2087,true,SIN,Asia Pacific,Singapore,65 ms,236 kB/s
8.222.236.229,2096,true,SIN,Asia Pacific,Singapore,72 ms,231 kB/s
8.222.164.209,2087,true,SIN,Asia Pacific,Singapore,68 ms,227 kB/s
8.219.198.139,2053,true,SIN,Asia Pacific,Singapore,69 ms,219 kB/s
8.222.189.228,2083,true,SIN,Asia Pacific,Singapore,80 ms,217 kB/s
8.219.74.111,2096,true,SIN,Asia Pacific,Singapore,71 ms,188 kB/s
8.222.137.192,2083,true,SIN,Asia Pacific,Singapore,71 ms,185 kB/s
8.222.180.242,2087,true,SIN,Asia Pacific,Singapore,69 ms,183 kB/s
8.222.152.3,2083,true,SIN,Asia Pacific,Singapore,70 ms,181 kB/s
8.222.224.17,8443,true,SIN,Asia Pacific,Singapore,66 ms,175 kB/s
8.222.208.83,443,true,SIN,Asia Pacific,Singapore,71 ms,173 kB/s
8.219.167.65,2087,true,SIN,Asia Pacific,Singapore,67 ms,171 kB/s
8.219.107.180,2087,true,SIN,Asia Pacific,Singapore,139 ms,154 kB/s
8.219.198.139,2087,true,SIN,Asia Pacific,Singapore,65 ms,150 kB/s
8.222.253.235,2053,true,SIN,Asia Pacific,Singapore,68 ms,146 kB/s
8.219.78.1,2096,true,SIN,Asia Pacific,Singapore,71 ms,142 kB/s
8.219.210.64,2083,true,SIN,Asia Pacific,Singapore,70 ms,128 kB/s
8.222.235.92,2053,true,SIN,Asia Pacific,Singapore,69 ms,128 kB/s
8.219.87.55,53104,true,SIN,Asia Pacific,Singapore,72 ms,125 kB/s
8.219.73.92,2053,true,SIN,Asia Pacific,Singapore,137 ms,122 kB/s
8.219.102.196,2096,true,SIN,Asia Pacific,Singapore,74 ms,115 kB/s
54.169.243.105,443,true,SIN,Asia Pacific,Singapore,75 ms,109 kB/s
13.250.131.37,443,true,SIN,Asia Pacific,Singapore,68 ms,99 kB/s
8.222.138.164,8443,true,SIN,Asia Pacific,Singapore,66 ms,89 kB/s
8.222.208.38,2096,true,SIN,Asia Pacific,Singapore,72 ms,83 kB/s
154.39.150.213,443,true,KUL,Asia Pacific,Kuala Lumpur,69 ms,77 kB/s
8.222.214.231,2087,true,SIN,Asia Pacific,Singapore,70 ms,70 kB/s
8.222.180.242,8443,true,SIN,Asia Pacific,Singapore,63 ms,70 kB/s
45.32.116.90,16389,true,SIN,Asia Pacific,Singapore,124 ms,67 kB/s
8.222.161.86,32101,true,SIN,Asia Pacific,Singapore,63 ms,66 kB/s
8.222.138.166,21737,true,SIN,Asia Pacific,Singapore,66 ms,62 kB/s
3.1.243.149,443,true,SIN,Asia Pacific,Singapore,70 ms,48 kB/s
13.229.234.165,443,true,SIN,Asia Pacific,Singapore,72 ms,42 kB/s
35.240.184.147,8092,true,SIN,Asia Pacific,Singapore,74 ms,39 kB/s
8.222.249.98,2053,true,SIN,Asia Pacific,Singapore,75 ms,32 kB/s
13.213.133.58,16250,true,SIN,Asia Pacific,Singapore,62 ms,31 kB/s
52.77.110.99,443,true,SIN,Asia Pacific,Singapore,65 ms,26 kB/s
35.186.155.41,3001,true,SIN,Asia Pacific,Singapore,70 ms,23 kB/s
54.255.42.189,8443,true,SIN,Asia Pacific,Singapore,71 ms,21 kB/s
8.222.224.17,2087,true,SIN,Asia Pacific,Singapore,71 ms,18 kB/s
8.222.208.83,2096,true,SIN,Asia Pacific,Singapore,68 ms,17 kB/s
35.240.136.81,8443,true,SIN,Asia Pacific,Singapore,74 ms,17 kB/s
47.241.254.60,1443,true,SIN,Asia Pacific,Singapore,68 ms,13 kB/s
54.179.184.9,443,true,SIN,Asia Pacific,Singapore,79 ms,12 kB/s
8.219.73.92,2087,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.222.209.223,2053,true,SIN,Asia Pacific,Singapore,136 ms,0 kB/s
8.219.123.35,2053,true,SIN,Asia Pacific,Singapore,67 ms,0 kB/s
8.219.123.35,2083,true,SIN,Asia Pacific,Singapore,67 ms,0 kB/s
8.222.128.131,2087,true,SIN,Asia Pacific,Singapore,67 ms,0 kB/s
8.219.123.35,2096,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.222.128.131,2096,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.222.128.131,8443,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.222.202.163,2083,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.219.123.35,2087,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.222.193.135,443,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.219.123.35,8443,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.193.208,2096,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.222.193.208,443,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.222.195.50,2083,true,SIN,Asia Pacific,Singapore,65 ms,0 kB/s
8.222.195.50,2053,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.222.244.123,2096,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.219.140.1,2053,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.222.249.98,8443,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.222.128.33,2087,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.219.140.1,8443,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.219.117.145,2087,true,SIN,Asia Pacific,Singapore,67 ms,0 kB/s
8.219.198.139,2083,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
35.186.155.41,444,true,SIN,Asia Pacific,Singapore,65 ms,0 kB/s
8.222.221.163,2053,true,SIN,Asia Pacific,Singapore,74 ms,0 kB/s
8.222.162.31,2087,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.219.103.148,2096,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.222.162.31,2053,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.213.221,443,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.219.107.180,2053,true,SIN,Asia Pacific,Singapore,137 ms,0 kB/s
8.222.134.220,443,true,SIN,Asia Pacific,Singapore,123 ms,0 kB/s
8.222.213.221,2083,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.219.107.180,8443,true,SIN,Asia Pacific,Singapore,137 ms,0 kB/s
8.219.110.105,2096,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.219.110.105,8443,true,SIN,Asia Pacific,Singapore,73 ms,0 kB/s
8.219.110.105,2083,true,SIN,Asia Pacific,Singapore,64 ms,0 kB/s
8.219.107.180,2096,true,SIN,Asia Pacific,Singapore,139 ms,0 kB/s
8.222.219.34,2053,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.222.219.34,2083,true,SIN,Asia Pacific,Singapore,74 ms,0 kB/s
8.222.217.76,8443,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.219.105.116,8443,true,SIN,Asia Pacific,Singapore,62 ms,0 kB/s
8.222.213.221,2096,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.219.105.116,2087,true,SIN,Asia Pacific,Singapore,63 ms,0 kB/s
8.222.217.76,2096,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.222.217.76,2083,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.219.254.128,2053,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.222.217.76,2053,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.219.1.137,2053,true,SIN,Asia Pacific,Singapore,62 ms,0 kB/s
8.222.217.76,2087,true,SIN,Asia Pacific,Singapore,63 ms,0 kB/s
20.24.35.40,8443,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.219.1.137,8443,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.219.58.64,2096,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.219.109.237,2087,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.219.109.237,2083,true,SIN,Asia Pacific,Singapore,64 ms,0 kB/s
8.219.109.237,2096,true,SIN,Asia Pacific,Singapore,64 ms,0 kB/s
8.219.109.237,2053,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.254.91,2096,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
52.76.224.247,8444,true,SIN,Asia Pacific,Singapore,73 ms,0 kB/s
54.169.121.88,20835,true,SIN,Asia Pacific,Singapore,62 ms,0 kB/s
8.222.254.91,2087,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.222.254.91,2053,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.222.152.3,2096,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.222.164.209,8443,true,SIN,Asia Pacific,Singapore,63 ms,0 kB/s
8.222.255.15,2096,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.222.212.172,443,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.222.221.86,8443,true,SIN,Asia Pacific,Singapore,67 ms,0 kB/s
8.222.236.229,2087,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.222.221.86,2087,true,SIN,Asia Pacific,Singapore,65 ms,0 kB/s
8.222.212.172,8443,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.219.237.57,31523,true,SIN,Asia Pacific,Singapore,63 ms,0 kB/s
8.222.221.86,443,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.219.254.209,41101,true,SIN,Asia Pacific,Singapore,59 ms,0 kB/s
8.222.198.105,2087,true,SIN,Asia Pacific,Singapore,63 ms,0 kB/s
8.222.138.164,2087,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
13.229.101.12,10002,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.219.103.254,2053,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.222.138.164,2096,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
13.229.32.20,8443,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.223.34,2096,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.222.223.34,2087,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.219.72.100,8443,true,SIN,Asia Pacific,Singapore,64 ms,0 kB/s
8.222.144.117,2053,true,SIN,Asia Pacific,Singapore,63 ms,0 kB/s
8.222.212.219,2053,true,SIN,Asia Pacific,Singapore,75 ms,0 kB/s
8.222.221.90,2053,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.222.208.83,8443,true,SIN,Asia Pacific,Singapore,74 ms,0 kB/s
8.219.42.72,2053,true,SIN,Asia Pacific,Singapore,75 ms,0 kB/s
8.219.237.156,2083,true,SIN,Asia Pacific,Singapore,67 ms,0 kB/s
8.222.187.4,8443,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.219.114.221,2053,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.219.114.221,2083,true,SIN,Asia Pacific,Singapore,66 ms,0 kB/s
8.222.241.42,8443,true,SIN,Asia Pacific,Singapore,73 ms,0 kB/s
8.222.241.42,2087,true,SIN,Asia Pacific,Singapore,80 ms,0 kB/s
8.219.114.221,8443,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.210.182,2083,true,SIN,Asia Pacific,Singapore,65 ms,0 kB/s
8.222.210.182,2087,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.222.140.87,443,true,SIN,Asia Pacific,Singapore,64 ms,0 kB/s
8.222.210.182,2096,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.222.64,8443,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.222.222.64,2096,true,SIN,Asia Pacific,Singapore,71 ms,0 kB/s
8.222.224.17,2053,true,SIN,Asia Pacific,Singapore,67 ms,0 kB/s
8.222.222.64,2083,true,SIN,Asia Pacific,Singapore,72 ms,0 kB/s
8.219.117.145,2053,true,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.222.140.87,8443,true,SIN,Asia Pacific,Singapore,74 ms,0 kB/s
8.219.142.30,2096,true,SIN,Asia Pacific,Singapore,68 ms,0 kB/s
8.219.117.145,8443,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.226.72,2087,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.219.117.145,2083,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.226.72,2096,true,SIN,Asia Pacific,Singapore,76 ms,0 kB/s
8.219.117.145,2096,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
8.222.128.33,8443,true,SIN,Asia Pacific,Singapore,65 ms,0 kB/s
8.222.128.33,2096,true,SIN,Asia Pacific,Singapore,70 ms,0 kB/s
